text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
Lagi nunggu momen Raffi gigi pergi berdua tanpa siapapun terus buat vlog kaya pas ke jepang waktu gigi hamil Rafathar 😂,lagi nunggu momen raffi gigi pergi berdua tanpa siapapun terus buat vlog kaya pas ke jepang waktu gigi hamil rafathar,0,,,,,,dataset_kaggle
wah gila bagus bgt,wah gila bagus bgt,0,,,,2024-10-07 14:08:39,Aisyah Firdausi,youtube_chat_jogja
Min kenapa kita suka untuk menunda nunda?,min kenapa kita suka untuk menunda nunda,0,,,,,,dataset_kaggle
Report guys,report guys,0,,,,,,dataset_kaggle
"Salam sukses untuk Ki jaga, 🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎,semoga selalu dalam lindungan Allah SWT Aamiin !!",salam sukses ki jaga probet855 moga selalu lindung allah swt aamiin,1,,,,1757097438.76835,@CườngĐặng-i4z,dataset_komentarJudol
"Gokil! 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕emang gak pernah ngecewain! JP lagi nih, bro!",gokil dora77emang gak pernah ngecewain jp nih bro,1,,,,1758155577.14164,@mantish__07,dataset_komentarJudol
"Terimakasih  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,Player rewceh tarik kewceeh",terimakasih kusumat0t0 player rewceh tarik kewceeh,1,,,,,,judi_online
Masi stay redmi note 8 Pro 😊,masi stay redmi note 8 pro,0,,,,,,dataset_kaggle
​@TrezvnAI respon banget tuh :v,respon banget tuh v,0,,,,,,dataset_kaggle
𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 Nambah wawasan banget.,aero88 nambah wawas banget,1,,,,1757443375.18907,@chitrúc89,dataset_komentarJudol
Baru mulai udah ada My kisah suara hati nanti 🗿,baru mulai udah ada my kisah suara hati nanti,0,,,,,,dataset_kaggle
"​@Cinema_XXIdan gk usah pingin ada kemajuan, mau siapapun presidennya tetap akan butuh itu sawit, karna kebutuhan manusia",gk usah pingin ada kemajuan mau siapapun presidennya tetap akan butuh itu sawit karna kebutuhan manusia,0,,,,,,dataset_kaggle
Bahaya kadrun,bahaya kadrun,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.362.940,ekosudrajad5888,data_clean_final
Lu punya masalah apa sih? GK jelas 🤣,lu punya masalah apa sih gk jelas,0,,,,,,dataset_kaggle
Waduh ler nyesel banget tuh.😂😂😂,waduh ler nyesel banget tuh,0,,,,,,dataset_kaggle
Orank stres dh ini pulau 777 ada di mna mna,orank stres deh ini pulau ada di dimana dimana,1,,,,,,judi_online
Ganti jb 5 ya min😊,ganti jb 5 ya min,0,n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.865.055.991.030,aliaphotography5726,data_clean_final
🌍ℙℝ𝕆𝔹𝔼𝕋855🌍 emang udah jadi inspirasi konten kreator banget!💯,probet855 emang udah jadi inspirasi konten kreator banget,1,,,,1757821468.06799,@TuanTran-r3j1p,dataset_komentarJudol
Bang review hp Oppo a6 pro 5G,bang review hp oppo a6 pro 5g,0,,,,,,dataset_kaggle
"Defini gendut-nya harusnya lebih diperjelas sih, biar ga diserang orang-orang gym yg forever bulking atau strongman... Eh tapi kita-kita yang forever bulking paham sih arti gendut yang dimaksud ahahaha",defini gendut nya harusnya lebih diperjelas sih biar ga diserang orang orang gym yg forever bulking atau strongman eh tapi kita kita yang forever bulking paham sih arti gendut yang dimaksud ahahaha,0,,,,,,dataset_kaggle
"spin dikit auto meledak, cuma di ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤",spin dikit auto ledak cuma mahakam4d,1,,,,1756664918.78734,@jandapirang-z5g,dataset_komentarJudol
Lanjuttttttt,lanjutt,0,,,,,,dataset_kaggle
Kedua hp itu sama beda brand doang... Tergantung suka yang mana aja... Kalau tecno model kamera nya mirip samsung,kedua hp itu sama beda brand doang tergantung suka yang mana aja kalau tecno model kamera nya mirip samsung,0,,,,,,dataset_kaggle
"rindik wae om drone,garai mumet",rindik wae om dronegarai mumet,0,,,,2024-10-07 13:17:27,sarjana muda,youtube_chat_jogja
Temukan asiknya di Pulau777 🏝️,temu asiknya pulau777,1,,,,1757530075.5499,@AnjaniEkkaEkka,dataset_komentarJudol
Padahal di FB juga ada penurunan,padahal di fb juga ada penurunan,0,,,,,,dataset_kaggle
W EKOPEDIA😂,w ekopedia,0,,,,,,dataset_kaggle
Bagi diamond idoll,bagi diamond idoll,0,,,,,,dataset_kaggle
"13:57 Jepey terus di 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, beneran!",jepey terus berkah99 beneran,1,,,,1755194942.39136,@TP__SHIVAMYT,dataset_komentarJudol
"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti",eh bro alexis17 event spesial nih hadiahnya investasi properti,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,santosohartana,data_clean_final
Nongol lgi ni orang songong dulu sombong bgt..gara2 mulutnya yg songong kpok kn,nongol lgi ni orang songong dulu sombong bgt gara2 mulutnya yg songong kpok kn,0,,,,,,dataset_kaggle
"serius deh , dapet cuan gampang tuh ya pu lau tujuh tujuh tujuh .",serius deh dapet cuan gampang tuh ya pu lau tujuh tujuh tujuh,1,8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,parthathokdar9602,data_clean_final
Pertama 🎉,pertama,0,,,,,,dataset_kaggle
sponsor WJNC judol?,sponsor wjnc judol,0,,,,2024-10-07 13:51:58,Mochammad Nurohman Setiaji,youtube_chat_jogja
RAPTR17 typo tapi performa oke.,,1,,,,,,hardsell
Lubang speakernya beda jumlahnya bang😅,lubang speakernya beda jumlahnya bang,0,,,,,,dataset_kaggle
"lo ya , woy , cari cuan bener",lo ya woy cari cuan bener,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,HarutoTanWXxaTSA,data_clean_final
"sis , ngeh kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 sekeren . gila .",sis ngeh kalo alexis17 sekeren gila,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RaniPratama-g3u,data_clean_final
"2 series aja udah cukup, ini sampai 4 series 🗿",2 series aja udah cukup ini sampai 4 series,0,,,,,,dataset_kaggle
NAMA KOK LEMOT 😂,nama kok lemot,0,,,,,,dataset_kaggle
GELOOO AE,geloo ae,0,,,,,,dataset_kaggle
😊😊😊😊😊😊😊😊😊,,0,,,,,,dataset_kaggle
Keren banget editannya 👍DorA77,keren banget edit dora77,1,,,,1757183912.99124,@hạnhthị1974,dataset_komentarJudol
Pepek lah el badut sico😂😂,pepek lah el badut sico,0,,,,,,dataset_kaggle
😂 hoki,hoki,0,,,,,,dataset_kaggle
"Mungkin kalau buat pamer sama gaya hidup boleh lah, tp kalau buat gw yg rada suka ngotak ngatik menggunakan hp mungkin kagak bisa, karena kerja gw gunakan hp tanpa block2😂",mungkin kalau buat pamer sama gaya hidup boleh lah tp kalau buat gw yg rada suka ngotak ngatik menggunakan hp mungkin kagak bisa karena kerja gw gunakan hp tanpa block2,0,,,,,,dataset_kaggle
gak nyengir tapi nangiss 🥹😭,gak nyengir tapi nangiss,0,,,,,,dataset_kaggle
Pas hp-nya habis itu marah-marah dong,pas hp nya habis itu marah marah dong,0,,,,,,dataset_kaggle
d 𝙊 𝐑 a 𝟳 𝟽 bener-bener gachor,d o r a 7 7 bener bener gachor,1,aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,Ekof90hL,data_clean_final
"🆁'🅰'🅹'🅰-62 emang juara, gua selalu seneng main di sini.",raja62 emang juara gua selalu neng main sini,1,,,,1758933937.44741,@VIPsuperJackpot,dataset_komentarJudol
"Itu layarnya punya samsung, dan kerja sama dengan samsung",itu layarnya punya samsung dan kerja sama dengan samsung,0,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.018.238.880,davidhyuga5717,data_clean_final
gue sih udah buktiin keajaiban alexis17 .,gue sih udah buktiin keajaiban alexis17,1,aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,reksasantoso,data_clean_final
"Wow, 𝐌𝐎𝐍𝐀𝟒𝐃 bikin beda! Inspiratif, bikin semangat. 💪",wow mona4d membuat beda inspiratif membuat semangat,1,,,,,,judi_online
𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀..Modal sedikit hasil maksimal💗,ga ru da ho ki modal sedikit hasil maksimal,1,,,,1758374453.61709,@vnbo.2778,dataset_komentarJudol
𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 mdal udah gaciirr abis,p l u t o 8 8 mdal udah gaciirr abis,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,CherritaAlthea,data_clean_final
"Alhamdulillah upload,kebetulan lagi gabut bangett sembari spin santai di, GA 𝐑𝐔𝐃a 𝐇𝐎 KI ⚡️",alhamdulillah upload kebetulan lagi gabut bangett sembari spin santai di ga ruda ho ki,1,,,,,,dataset_kaggle
Kesini cuma buat nonton bkent emosi 😂😂😂,kesini cuma buat nonton bkent emosi,0,,,,,,dataset_kaggle
"baru join sore ini, udah WD 30jt 🤯 Nggak nyangka! ❤️✨ ʙᴀɴ TEɴɢ HO ᴋɪ⚡️",baru join sore ini udah wd 30jt nggak nyangka ban teng ho ki,1,,,,,,dataset_kaggle
Cieee satu kubu sekarang. Dulu aja Hina Hina ahok,cieee satu kubu sekarang dulu aja hina hina ahok,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.408.663.940,enybcbc-wx3zd,data_clean_final
WinTop77 paling top deh di kelasnya.,,1,,,,,,hardsell
Aih sedihnya,aih sedihnya,0,,,,,,dataset_kaggle
Sekarang mah pura nub cupu,sekarang mah pura nub cupu,0,,,,,,dataset_kaggle
Setiap boss fight di ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin jantung deg-degan lucu.,boss fight maxwin88 bikin jantung deg degan lucu,1,,,,1757832611.56281,@kirana-l8q,dataset_komentarJudol
bang store resmi nubia dmn bang. info. thanks,bang store resmi nubia dmn bang info thanks,0,,,,,,dataset_kaggle
Pabrik kahatex?,pabrik kahatex,0,-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.335.083.040,hananasyrofi404,data_clean_final
Solarcity,solarcity,0,,,,,,dataset_kaggle
KASIAN.. PENONTONYA..,kasian penontonya,0,,,,2024-10-07 13:14:48,ANIMASIONYO,youtube_chat_jogja
Pad juca pad bukan bath🤣🤣🤣,pad juca pad bukan bath,0,,,,,,dataset_kaggle
ga berhenti main 𝘼𝙇𝙀𝙓𝙄𝙎17 .,ga berhenti main alexis17,1,Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,EkoSeptiani-m3d,data_clean_final
epic moment 𝐒𝐆𝐈𝟖𝟖,epic moment sgi88,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,claytonconnorbowden-r9q,data_clean_final
🔥 Kesempatan besar menanti di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 🤑,kesempatan besar menanti di manjurbet,1,,,,,,judi_online
el flicker gk mau pake purify 🤡,el flicker gk mau pake purify,0,,,,,,dataset_kaggle
"Eh kok tiap scroll story IG temen, pasti ada ＰＵＬＡＵＷＩＮ.",eh kok tiap scroll story ig temen pasti ada pulauwin,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.499.199.781.807,dineshsalvi4624,data_clean_final
Happy new year bang gadgetin!,happy new year bang gadgetin,0,,,,,,dataset_kaggle
gk bosan nya 𝘼𝙇𝙀𝙓𝙄𝙎17,gk bosan nya alexis17,1,Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,SintaYuliani-c8w,data_clean_final
"Asli gak boong, di ALEXIS17 ada fitur quick deposit yang super cepat banget.",asli tidak bohong di alexis17 ada fitur quick deposit yang super cepat sekali,1,,,,,,judi_online
M-E-T-E-O-R-O-R-B-I-T-7-7 bikin hari-hari lebih cerah.,,1,,,,,,hardsell
Usaha cerdas hasil besar Seacrh Google ❄️𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴❄️,usaha cerdas hasil besar seacrh google junior88,1,,,,,,dataset_kaggle
"modal aja untung 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 ,",modal aja untung p l u t o 8 8,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,GayleneIvett,data_clean_final
Semua orang bilang ALEXIS⭐17⭐ tuh life changer banget!,semua orang bilang alexis 17 tuh life changer banget,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.789.771.240,BellaSubagio-n5v,data_clean_final
"Next tambahin segment ""Mobil yang kita beli IIMS 2025""",next tambahin segment mobil yang kita beli iims 2025,0,kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.994.702.411.786,alfanb_88,data_clean_final
Wah wah baru banget nih up,wah wah baru banget nih up,0,,,,,,dataset_kaggle
player baru langsung disayang di ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤,player baru langsung sayang mahakam4d,1,,,,1756665021.33231,@jandapirang-z5g,dataset_komentarJudol
"Mbak Gigi terlihat santai pakai baju sederhana menyambut artis korea, padahal bajunya seharga motor drbdealer",mbak gigi terlihat santai pakai baju sederhana menyambut artis korea padahal bajunya seharga motor drbdealer,0,,,,,,dataset_kaggle
"💰SPARKGLOW88💰 hasilnya konsisten, jarang gagal.",,1,,,,,,hardsell
🎰NETWEB17🎰 auto recommended ke temen-temen.,,1,,,,,,hardsell
anjir alexis17 situs kesukaan teman gw,anjir alexis17 situs kesukaan teman gw,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,BrianTorres-z9y,data_clean_final
"Selamat merayakan kesuksesan! Semoga,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️terus menjadi bagian dari perjalanan Anda!💯",selamat raya sukses moga probet855 terus jadi bagi jalan,1,,,,1757875402.02775,@TuyetThaoTruong-z9w,dataset_komentarJudol
till durasii nya panjangin gk lo,till durasii nya panjangin gk lo,0,,,,,,dataset_kaggle
Yah pulang lagi wkwkkw,yah pulang lagi wkwkkw,0,,,,,,dataset_kaggle
"Swert Bonanja makswin, puas banget",swert bonanja makswin puas banget,1,XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.894.002.130,biradorStefan-q5y,data_clean_final
gg col,gg col,0,,,,,,dataset_kaggle
🌴 Semua fun ada di 🅿︎U︎L︎A︎U︎777,semua fun pulau777,1,,,,1757530062.26219,@gauravsharma43834,dataset_komentarJudol
Er er ki juned😢,er er ki juned,0,,,,,,dataset_kaggle
"Aku nonton ini sambil senyum-senyum sendiri,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄Vibes-nya positif,cara ngomongmu ramah banget, dan yang jelas... nggak ngebosenin! Ini tipe konten yang bisa ditonton berulang-ulang tanpa bikin jenuh. Terima kasih udah nyebarin energi baik. Semoga kamu selalu dilimpahi ide-ide hebat kayak gini terus ya!💯",aku nonton senyum senyum sendiri probet855 vibes nya positif cara ngomongmu ramah banget jelas ngebosenin tipe konten tonton ulang ulang bikin jenuh terima kasih udah nyebarin energi baik moga kamu selalu limpah ide ide hebat kayak gin terus,1,,,,1757821465.16118,@TuanPham-s1w4g,dataset_komentarJudol
Episode paling gw suka 😍😍😍😍😍😍,episode paling gw suka,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.028.814.420,anggahendrawanp,data_clean_final
Ehh dah ganti foto aja jen,ehh dah ganti foto aja jen,0,,,,,,dataset_kaggle
Si Alexis17 berani banget impersonate artis pake materi satir.,si alexis17 berani sekali impersonate artis pakai materi satir,1,,,,,,judi_online
Kagaa nguruuusss,kagaa nguruuss,0,,,,,,dataset_kaggle
"Cinta bisa pergi, cuan dari 𝑽𝑰𝑪𝑻𝑶𝑹𝒀007 tetep stay ❤",cinta bisa pergi cuan dari victory007 tetap stay,1,,,,,,judi_online
Bang coba unboxing hape rugone.. 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,bang coba unboxing hape rugone,0,,,,,,dataset_kaggle
"iseng-iseng main a l e x i s 1 7 , hobi , cuan !",iseng iseng main a l e x i s 1 7 hobi cuan,1,ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,haikalcaraka-o8s,data_clean_final
Bergabunglah di P U L A U 7 7 7 dan raih kemenanganmu,gabung pulau777 raih menang,1,,,,1756665006.93613,@FFFTAMILGAMING-d2g,dataset_komentarJudol
Kalo di Konoha agama impor membuli agama lokal,kalo di konoha agama impor membuli agama lokal,0,,,,,,dataset_kaggle
Jen bersyukur pilih jusa dia ayah yg baik ky ke ank kandung sm mayi,jen bersyukur pilih jusa dia ayah yg baik ky ke ank kandung sm mayi,0,,,,,,dataset_kaggle
❤ iPhone tapi belum kesampaian 😢,iphone tapi belum kesampaian,0,,,,,,dataset_kaggle
"sehat salam λlexis17 , gampang jepe",sehat salam lexis17 gampang jepe,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,gunartojumadi,data_clean_final
Selamat bang semoga semakin berjaya🎉🎉,selamat bang semoga semakin berjaya,0,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.533.250,yogalesmana99,data_clean_final
Pertama ko,pertama ko,0,,,,,,dataset_kaggle
2 gol untuk menghormati tuan rumah 4 gol untuk memberitahu siapa rajanya,2 gol untuk menghormati tuan rumah 4 gol untuk memberitahu siapa rajanya,0,,,,,,dataset_kaggle
Bermanfaat,bermanfaat,0,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.331.425,primastikasulaksono5848,data_clean_final
𝐌𝐎𝐍𝐀𝟒𝐃 bikin cerita ngena! Visual top. 🚀,mona4d membuat cerita ngena visual top,1,,,,,,judi_online
"kalo coding , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",kalo coding alexis17 juaranya,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,EkoNugroho-y9l,data_clean_final
M.E.G.A.P.R.I.M.E.17 jarang komentar tapi ini worth it banget.,,1,,,,,,hardsell
"02:08 Apa sih rahasia ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin ketagihan? Ceritanya penuh inspirasi, gameplay-nya seru abis, dan hadiahnya bikin takjub. Rekomendasi untuk semua! 💎",apa sih rahasia mona 4d bikin tagih cerita penuh inspirasi gameplay nya seru abis hadiah bikin takjub rekomendasi semua,1,,,,1757854186.14272,@QuanDo-p8t2t,dataset_komentarJudol
semoga rezeki 𝐀g𝙐𝐒𝐓o𝘛o-membawa berkah manfaat umat manusia !,semoga rezeki agustoto membawa berkah manfaat umat manusia,1,aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,DayuHoUET,data_clean_final
Bonus dari Bapaknya 😅😅😅,bonus dari bapaknya,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.774.118.660,s.yumami3484,data_clean_final
🔥SMARTFAST88🔥 solusi tepat buat yang stuck.,,1,,,,,,hardsell
Gantengnya Azaa...,gantengnya azaa,0,,,,,,dataset_kaggle
"Asli,,ngakak kocak pas part ini 🤣🤣",asli ngakak kocak pas part ini,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.220.281.405,Mr.Sukroo,data_clean_final
⚡ 𝐋𝐄𝐕𝐈𝐒𝟒𝐃 ⚡ adalah teman setia para gamer pencari cuan,levis4d adalah teman setia para gamer pencari cuan,1,,,,,,dataset_kaggle
😢❤❤🎉,,0,,,,,,dataset_kaggle
"Rezeki nomplok dari BERKAH99! Modal kecil, hasilnya luar biasa! Pasti balik lagi. ☕",rezeki nomplok dari berkah99 modal kecil hasilnya luar biasa pasti balik lagi,1,,,,,,judi_online
Pasukan gohib ayo gabung di 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖,pasukan gohib ayo gabung di bukit888,1,kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.015.288.680,ELLISEmerson-p4t,data_clean_final
MADANG OM MADANG,madang om madang,0,,,,2024-10-07 12:23:40,ipahipuh unaapuh,youtube_chat_jogja
"06:00 [̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7], serunya bermain tanpa batas",pulau777 seru main batas,1,,,,1756665004.38924,@MdShayari-w9z,dataset_komentarJudol
notif langsung nonton habis jepe 𝐒𝐆𝐈𝟖𝟖,notif langsung nonton habis jepe sgi88,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,linelmore-e1w,data_clean_final
"SERING SERING UPLOADDD, OMAYGATT KALIAN MOODBOOSTERRR POLLL❤❤",sering sering uploadd omaygatt kalian moodboosterr poll,0,,,,,,dataset_kaggle
Wowkwkwkw bot,wowkwkwkw bot,0,,,,,,dataset_kaggle
PROSUPR typo dikit tapi tetap jalan.,,1,,,,,,hardsell
"KEREN BANGET video ini terasa tulus dan penuh makna,🔥HBCMANTUL🏆Yang paling aku suka penonton merasa nyaman dan bahagia.",keren banget video asa tulus penuh makna hbcmantulyang paling aku suka tonton rasa nyaman bahagia,1,,,,1758242087.72113,@kimak-o3k,dataset_komentarJudol
Xiaomi 17 Regular Masuk Indo Kah?😂,xiaomi 17 regular masuk indo kah,0,,,,,,dataset_kaggle
Member baru diGar-uda-Hoki Pasti jepey😎,member baru gar uda hoki jepey,1,,,,1755195117.52107,@keerthanasonu26,dataset_komentarJudol
"perjuangan scroll sosmed , alexis17 ngerasain gak ya ?",perjuangan scroll sosmed alexis17 ngerasain gak ya,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,LestariOktaviani-n8z,data_clean_final
23;16 baru nemu di branda link ini jadi suka mainnya di💙𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓💙bisa kasih min atas kenyaman sekligus kemenangannya langsung hoky hhahhahaaha wd dong asikkkk !!,baru nemu branda link jadi suka main diprobet855 kasih min atas kenyam sekligus menang langsung hoky hhahhahaaha wd dong asikk,1,,,,1755195000.88234,@lisantraIsaac-q1g,dataset_komentarJudol
